"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL4214177";"";"0";"391.43";"0";"4.73";"28";"O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1cccc2ccccc12";"IC50";"'='";"430.0";"nM";"6.37";"";"";"UO_0000065";"16.26";"0.29";"1.64";"8.76";"False";"CHEMBL4196462";"Inhibition of C-terminal GFP-fused human ABCG2 expressed in MDCK2 cells preincubated for 30 mins followed by Hoechst 33342 addition and measured every 60 secs for 120 mins by Hoechst 33342 accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196008";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None"
"CHEMBL4072482";"";"0";"298.35";"0";"4.44";"10";"c1ccc(Nc2nc(-c3ccccc3)nc3ncccc23)cc1";"IC50";"'='";"149.0";"nM";"6.83";"";"";"UO_0000065";"22.88";"0.41";"2.39";"13.47";"False";"CHEMBL4048736";"Inhibition of human ABCG2 expressed in MDCK2 cells assessed as increase in accumulation of Hoechst 33342 preincubated for 30 mins followed by Hoechst 33342 addition measured every 60 secs for 120 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043291";"1";"Scientific Literature";"J Med Chem";"2018";"None"
"CHEMBL4077458";"";"0";"403.44";"1";"5.05";"14";"CCCc1cccc(NC(=O)c2ccccc2NC(=O)c2ccccc2[N+](=O)[O-])c1";"IC50";"'='";"2151.0";"nM";"5.67";"";"";"UO_0000065";"14.05";"0.26";"0.62";"5.59";"False";"CHEMBL4047195";"Inhibition of ABCG2 in human H460/MX20 cells assessed as potentiation of mitoxantrone induced antiproliferative activity by measuring mitoxantrone IC50 at 3 uM preincubated for 2 hrs followed by mitoxantrone addition measured after 72 hrs by MTT assay (Rvb = 6.161 +/- 0.172 microM)";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043226";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None"
"CHEMBL3426388";"";"0";"416.40";"0";"3.50";"22";"COc1ccc(-n2nnc(-c3ccccc3NC(=O)c3ccc([N+](=O)[O-])cc3)n2)cc1";"IC50";"'='";"535.0";"nM";"6.27";"";"";"UO_0000065";"15.06";"0.28";"2.77";"5.01";"False";"CHEMBL4047195";"Inhibition of ABCG2 in human H460/MX20 cells assessed as potentiation of mitoxantrone induced antiproliferative activity by measuring mitoxantrone IC50 at 3 uM preincubated for 2 hrs followed by mitoxantrone addition measured after 72 hrs by MTT assay (Rvb = 6.161 +/- 0.172 microM)";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043226";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None"
"CHEMBL4087699";"";"0";"428.48";"0";"4.32";"29";"COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(N=C=S)cc3)n2)c1";"IC50";"'='";"1221.0";"nM";"5.91";"";"";"UO_0000065";"13.80";"0.26";"1.59";"6.27";"False";"CHEMBL4047196";"Inhibition of ABCG2 in human H460/MX20 cells assessed as potentiation of mitoxantrone induced antiproliferative activity by measuring mitoxantrone IC50 at 1 uM preincubated for 2 hrs followed by mitoxantrone addition measured after 72 hrs by MTT assay (Rvb = 6.161 +/- 0.172 microM)";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043226";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None"
"CHEMBL456959";"BOTRYLLAMIDE G";"0";"469.13";"0";"4.40";"BDBM32624";"CO/C(=C\c1ccc(O)cc1)C(=O)N/C=C/c1cc(Br)c(O)c(Br)c1";"IC50";"'='";"6900.0";"nM";"5.16";"";"213394";"UO_0000065";"11.00";"0.28";"0.76";"6.55";"False";"CHEMBL3705250";"Inhibition Assay: Accumulation of pheophorbide a, a fluorescent ABCG2 substrate (Jonker et al., Proc. Natl. Acad. Sci. USA, 99: 15649-54 (2002) and Robey et al., Cancer Res., 64: 1242-6 (2004)), formed the basis of the assay for inhibitors of ABCG2 activity (Henrich et al., J. Biomol. Screen, 11: 176-83 (2006)). Briefly, NCI-H460/MX20 cells are transferred to black wall, clear bottom 384-well polylysine-coated assay plates (Corning, Corning, N.Y.) and allowed to attach for several hours. Pheophorbide a (1 μM final concentration) is added immediately followed by compounds or vehicle (DMSO/PBS) control and incubated an additional 18 h. After removal of medium and washing with PBS containing Ca2+ and Mg2+, fluorescence intensity is read on a Tecan Safire fluorescence plate reader in bottom read mode, 395 nm excitation, and 670 nm emission. Each plate has control wells containing 10 μM (final concentration) FTC.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"H460/MX20";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638369";"37";"BindingDB Database";"";"2013";"None"
"CHEMBL457379";"BOTRYLLAMIDE E";"0";"325.36";"0";"3.18";"BDBM32622";"CO/C(=C\c1ccc(O)cc1)C(=O)N/C=C/c1ccc(OC)cc1";"IC50";"'='";"41400.0";"nM";"4.38";"";"213395";"UO_0000065";"13.47";"0.25";"1.20";"6.47";"False";"CHEMBL3705250";"Inhibition Assay: Accumulation of pheophorbide a, a fluorescent ABCG2 substrate (Jonker et al., Proc. Natl. Acad. Sci. USA, 99: 15649-54 (2002) and Robey et al., Cancer Res., 64: 1242-6 (2004)), formed the basis of the assay for inhibitors of ABCG2 activity (Henrich et al., J. Biomol. Screen, 11: 176-83 (2006)). Briefly, NCI-H460/MX20 cells are transferred to black wall, clear bottom 384-well polylysine-coated assay plates (Corning, Corning, N.Y.) and allowed to attach for several hours. Pheophorbide a (1 μM final concentration) is added immediately followed by compounds or vehicle (DMSO/PBS) control and incubated an additional 18 h. After removal of medium and washing with PBS containing Ca2+ and Mg2+, fluorescence intensity is read on a Tecan Safire fluorescence plate reader in bottom read mode, 395 nm excitation, and 670 nm emission. Each plate has control wells containing 10 μM (final concentration) FTC.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"H460/MX20";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638369";"37";"BindingDB Database";"";"2013";"None"
"CHEMBL3805730";"";"0";"331.42";"0";"3.68";"18";"N#Cc1c2n(c3c(NCCCc4ccccc4)ncnc13)CCCC2";"IC50";"'='";"6070.0";"nM";"5.22";"";"";"UO_0000065";"15.74";"0.28";"1.54";"7.84";"False";"CHEMBL3807538";"Inhibition of BCRP (unknown origin) expressed in MDCK2 cells assessed as pheophorbide A accumulation preincubated for 20 mins measured after 120 mins by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804803";"1";"Scientific Literature";"J. Med. Chem.";"2016";"CHEMBL3308862"
"CHEMBL3806236";"";"0";"496.70";"1";"6.96";"25";"N#Cc1c(C2CCCCCC2)n(C2CCCCCC2)c2c(N3CCN(c4ccccc4)CC3)ncnc12";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL3807538";"Inhibition of BCRP (unknown origin) expressed in MDCK2 cells assessed as pheophorbide A accumulation preincubated for 20 mins measured after 120 mins by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804803";"1";"Scientific Literature";"J. Med. Chem.";"2016";"CHEMBL3308862"
"CHEMBL3805878";"";"0";"360.46";"0";"2.69";"27";"CCn1cc(C#N)c2ncnc(N3CCN(CCc4ccccc4)CC3)c21";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"False";"CHEMBL3807538";"Inhibition of BCRP (unknown origin) expressed in MDCK2 cells assessed as pheophorbide A accumulation preincubated for 20 mins measured after 120 mins by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804803";"1";"Scientific Literature";"J. Med. Chem.";"2016";"CHEMBL3308862"
"CHEMBL3805701";"";"0";"586.83";"2";"8.55";"24";"N#Cc1c(C2CCCCCC2)n(C2CCCCCC2)c2c(N3CCN(C(c4ccccc4)c4ccccc4)CC3)ncnc12";"IC50";"'='";"8710.0";"nM";"5.06";"";"";"UO_0000065";"8.62";"0.16";"-3.49";"8.30";"False";"CHEMBL3807538";"Inhibition of BCRP (unknown origin) expressed in MDCK2 cells assessed as pheophorbide A accumulation preincubated for 20 mins measured after 120 mins by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3804803";"1";"Scientific Literature";"J. Med. Chem.";"2016";"CHEMBL3308862"
"CHEMBL4162699";"";"0";"374.36";"0";"4.36";"16";"O=[N+]([O-])c1ccc2nc(-c3ccccc3)nc(Nc3ccc(O)c(O)c3)c2c1";"IC50";"'='";"119.0";"nM";"6.92";"";"";"UO_0000065";"18.50";"0.34";"2.56";"5.70";"False";"CHEMBL4151582";"Inhibition of c-terminal GFP-tagged human ABCG2 expressed in MDCK2 cells preincubated for 30 mins before Hoechst 33342 addition by Hoechst 33342 accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145678";"1";"Scientific Literature";"J Med Chem";"2018";"None"
"CHEMBL4171017";"";"0";"402.41";"0";"4.97";"18";"COc1ccc(Nc2nc(-c3ccccc3)nc3ccc([N+](=O)[O-])cc23)cc1OC";"IC50";"'='";"37.0";"nM";"7.43";"";"";"UO_0000065";"18.47";"0.34";"2.46";"7.48";"False";"CHEMBL4151582";"Inhibition of c-terminal GFP-tagged human ABCG2 expressed in MDCK2 cells preincubated for 30 mins before Hoechst 33342 addition by Hoechst 33342 accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145678";"1";"Scientific Literature";"J Med Chem";"2018";"None"
"CHEMBL3809957";"";"0";"517.59";"2";"6.96";"36";"COc1cccc(/C=C/C(=O)c2ccc(Nc3nc(-c4ccc(OC)c(OC)c4)nc4ccccc34)cc2)c1";"IC50";"'='";"360.0";"nM";"6.44";"";"";"UO_0000065";"12.45";"0.23";"-0.52";"7.80";"False";"CHEMBL3813115";"Inhibition of human C-terminal GFP-tagged ABCG2 expressed in MDCK2 cells using pheophorbide A as substrate preincubated for 20 mins followed by substrate addition measured after 120 mins by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3808298";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2016";"CHEMBL3308862"
"CHEMBL1946989";"";"0";"342.35";"0";"3.34";"5";"COc1cc(OC)c(C(=O)/C=C/c2ccc3c(c2)OCO3)cc1OC";"IC50";"'='";"940.0";"nM";"6.03";"";"";"UO_0000065";"17.60";"0.33";"2.69";"9.53";"False";"CHEMBL4200604";"Inhibition of ABCG2 (unknown origin) expressed in HEK293 cells assessed as reduction in mitoxantrone efflux measured after 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196164";"1";"Scientific Literature";"ACS Med Chem Lett";"2018";"None"
"CHEMBL4210290";"";"0";"279.30";"0";"2.29";"21";"CC(=O)Nc1ccccc1-c1nnn(-c2ccccc2)n1";"IC50";"'='";"6910.0";"nM";"5.16";"";"";"UO_0000065";"18.48";"0.34";"2.87";"7.10";"False";"CHEMBL4196462";"Inhibition of C-terminal GFP-fused human ABCG2 expressed in MDCK2 cells preincubated for 30 mins followed by Hoechst 33342 addition and measured every 60 secs for 120 mins by Hoechst 33342 accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196008";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None"
"CHEMBL4205396";"";"0";"377.45";"0";"3.86";"22";"COc1ccc(-n2nnc(-c3ccccc3NC(=O)C3CCCCC3)n2)cc1";"IC50";"'='";"565.0";"nM";"6.25";"";"";"UO_0000065";"16.55";"0.30";"2.39";"7.63";"False";"CHEMBL4196462";"Inhibition of C-terminal GFP-fused human ABCG2 expressed in MDCK2 cells preincubated for 30 mins followed by Hoechst 33342 addition and measured every 60 secs for 120 mins by Hoechst 33342 accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196008";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None"
"CHEMBL2420100";"";"0";"362.38";"0";"4.64";"34";"COc1ccc(-c2oc3ccc4ccccc4c3c(=O)c2OC)cc1OC";"IC50";"'='";"5250.0";"nM";"5.28";"";"";"UO_0000065";"14.57";"0.27";"0.64";"9.12";"False";"CHEMBL2423205";"Inhibition of human BCRP expressed in MDCK2 cells assessed as accumulation of pheophorbide-A preincubated for 30 mins before pheophorbide-A addition measured after 120 mins by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417408";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";"CHEMBL3308862"
"CHEMBL2420095";"";"0";"288.30";"0";"4.32";"29";"O=c1c(O)c(-c2ccccc2)oc2ccc3ccccc3c12";"IC50";"'='";"13600.0";"nM";"4.87";"";"";"UO_0000065";"16.88";"0.30";"0.55";"9.65";"False";"CHEMBL2423205";"Inhibition of human BCRP expressed in MDCK2 cells assessed as accumulation of pheophorbide-A preincubated for 30 mins before pheophorbide-A addition measured after 120 mins by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417408";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";"CHEMBL3308862"
"CHEMBL2420083";"";"0";"332.36";"0";"4.63";"16";"COc1ccc(-c2cc(=O)c3ccc4ccccc4c3o2)cc1OC";"IC50";"'='";"1230.0";"nM";"5.91";"";"";"UO_0000065";"17.78";"0.32";"1.28";"12.14";"False";"CHEMBL2423207";"Inhibition of human BCRP expressed in MDCK2 cells assessed as accumulation of Hoechst 33342 preincubated for 30 mins before Hoechst 33342 addition measured after 120 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2417408";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2013";"CHEMBL3308862"
"CHEMBL4209777";"";"0";"399.50";"0";"4.48";"24";"O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)C12CC3CC(CC(C3)C1)C2";"IC50";"'='";"1060.0";"nM";"5.97";"";"";"UO_0000065";"14.96";"0.27";"1.49";"8.22";"False";"CHEMBL4196462";"Inhibition of C-terminal GFP-fused human ABCG2 expressed in MDCK2 cells preincubated for 30 mins followed by Hoechst 33342 addition and measured every 60 secs for 120 mins by Hoechst 33342 accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196008";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None"
"CHEMBL4210844";"";"0";"342.36";"0";"2.98";"33";"O=C(Nc1ccccc1-c1nnn(-c2ccccc2)n1)c1ccccn1";"IC50";"'='";"733.0";"nM";"6.13";"";"";"UO_0000065";"17.92";"0.32";"3.15";"7.17";"False";"CHEMBL4196462";"Inhibition of C-terminal GFP-fused human ABCG2 expressed in MDCK2 cells preincubated for 30 mins followed by Hoechst 33342 addition and measured every 60 secs for 120 mins by Hoechst 33342 accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4196008";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None"
"CHEMBL4171155";"";"0";"448.49";"1";"5.09";"51";"COc1cccc(Nc2nc(-c3cccnc3)nc3ccc(NC(=O)c4cccnc4)cc23)c1";"IC50";"'='";"1040.0";"nM";"5.98";"";"";"UO_0000065";"13.34";"0.24";"0.89";"5.87";"False";"CHEMBL4151582";"Inhibition of c-terminal GFP-tagged human ABCG2 expressed in MDCK2 cells preincubated for 30 mins before Hoechst 33342 addition by Hoechst 33342 accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145678";"1";"Scientific Literature";"J Med Chem";"2018";"None"
"CHEMBL4174809";"";"0";"373.37";"0";"4.35";"27";"COc1ccc(Nc2nc(-c3cccnc3)nc3ccc([N+](=O)[O-])cc23)cc1";"IC50";"'='";"57.7";"nM";"7.24";"";"";"UO_0000065";"19.39";"0.35";"2.89";"7.02";"False";"CHEMBL4151582";"Inhibition of c-terminal GFP-tagged human ABCG2 expressed in MDCK2 cells preincubated for 30 mins before Hoechst 33342 addition by Hoechst 33342 accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145678";"1";"Scientific Literature";"J Med Chem";"2018";"None"
"CHEMBL4166495";"";"0";"386.37";"0";"4.65";"25";"O=C(O)c1cccc(Nc2nc(-c3ccccc3)nc3ccc([N+](=O)[O-])cc23)c1";"IC50";"'='";"904.0";"nM";"6.04";"";"";"UO_0000065";"15.64";"0.28";"1.39";"5.11";"False";"CHEMBL4151582";"Inhibition of c-terminal GFP-tagged human ABCG2 expressed in MDCK2 cells preincubated for 30 mins before Hoechst 33342 addition by Hoechst 33342 accumulation assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4145678";"1";"Scientific Literature";"J Med Chem";"2018";"None"
"CHEMBL4102415";"";"0";"452.35";"1";"6.30";"9";"CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2ccc(Br)cc2)cc1";"IC50";"'='";"2655.0";"nM";"5.58";"";"";"UO_0000065";"12.33";"0.26";"-0.72";"7.94";"False";"CHEMBL4047196";"Inhibition of ABCG2 in human H460/MX20 cells assessed as potentiation of mitoxantrone induced antiproliferative activity by measuring mitoxantrone IC50 at 1 uM preincubated for 2 hrs followed by mitoxantrone addition measured after 72 hrs by MTT assay (Rvb = 6.161 +/- 0.172 microM)";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043226";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None"
"CHEMBL4083323";"";"0";"431.41";"0";"3.89";"34";"COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc([N+](=O)[O-])cc3)n2)c1";"IC50";"'='";"832.0";"nM";"6.08";"";"";"UO_0000065";"14.09";"0.26";"2.19";"4.43";"False";"CHEMBL4047196";"Inhibition of ABCG2 in human H460/MX20 cells assessed as potentiation of mitoxantrone induced antiproliferative activity by measuring mitoxantrone IC50 at 1 uM preincubated for 2 hrs followed by mitoxantrone addition measured after 72 hrs by MTT assay (Rvb = 6.161 +/- 0.172 microM)";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043226";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None"
"CHEMBL410316";"FUMITREMORGIN";"0";"379.46";"0";"2.94";"FTC";"COc1ccc2c3c([nH]c2c1)[C@H](C=C(C)C)N1C(=O)[C@@H]2CCCN2C(=O)[C@@H]1C3";"IC50";"'='";"451.0";"nM";"6.35";"";"";"UO_0000065";"16.72";"0.31";"3.41";"9.67";"False";"CHEMBL4047195";"Inhibition of ABCG2 in human H460/MX20 cells assessed as potentiation of mitoxantrone induced antiproliferative activity by measuring mitoxantrone IC50 at 3 uM preincubated for 2 hrs followed by mitoxantrone addition measured after 72 hrs by MTT assay (Rvb = 6.161 +/- 0.172 microM)";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043226";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None"
"CHEMBL3809832";"";"0";"471.51";"1";"5.30";"19";"COc1ccc(/C=C/C(=O)c2cccc(Nc3ncnc4cc(OC)c(OC)cc34)c2)cc1OC";"IC50";"'='";"1710.0";"nM";"5.77";"";"";"UO_0000065";"12.23";"0.23";"0.47";"6.28";"False";"CHEMBL3813115";"Inhibition of human C-terminal GFP-tagged ABCG2 expressed in MDCK2 cells using pheophorbide A as substrate preincubated for 20 mins followed by substrate addition measured after 120 mins by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3808298";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2016";"CHEMBL3308862"
"CHEMBL3809417";"";"0";"411.46";"1";"5.29";"17";"COc1ccc(/C=C/C(=O)c2cccc(Nc3ncnc4ccccc34)c2)cc1OC";"IC50";"'='";"1300.0";"nM";"5.89";"";"";"UO_0000065";"14.31";"0.26";"0.60";"8.03";"False";"CHEMBL3813115";"Inhibition of human C-terminal GFP-tagged ABCG2 expressed in MDCK2 cells using pheophorbide A as substrate preincubated for 20 mins followed by substrate addition measured after 120 mins by flow cytometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-II";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3808298";"1";"Scientific Literature";"Eur. J. Med. Chem.";"2016";"CHEMBL3308862"
"CHEMBL4092046";"";"0";"522.36";"1";"4.32";"41";"COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(NC(=O)CBr)cc3)n2)c1";"IC50";"'='";"472.0";"nM";"6.33";"";"";"UO_0000065";"12.11";"0.25";"2.01";"5.14";"False";"CHEMBL4047181";"Inhibition of ABCG2 in human H460/MX20 cells assessed as potentiation of mitoxantrone induced antiproliferative activity by measuring mitoxantrone IC50 at 10 uM preincubated for 2 hrs followed by mitoxantrone addition measured after 72 hrs by MTT assay (Rvb = 6.161 +/- 0.172 microM)";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043226";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None"
"CHEMBL4091036";"";"0";"507.35";"1";"3.92";"31";"COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(NC(=O)CBr)cc3)n2)c1";"IC50";"'='";"283.0";"nM";"6.55";"";"";"UO_0000065";"12.91";"0.27";"2.63";"5.90";"False";"CHEMBL4047181";"Inhibition of ABCG2 in human H460/MX20 cells assessed as potentiation of mitoxantrone induced antiproliferative activity by measuring mitoxantrone IC50 at 10 uM preincubated for 2 hrs followed by mitoxantrone addition measured after 72 hrs by MTT assay (Rvb = 6.161 +/- 0.172 microM)";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043226";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None"
"CHEMBL4102415";"";"0";"452.35";"1";"6.30";"9";"CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2ccc(Br)cc2)cc1";"IC50";"'='";"952.0";"nM";"6.02";"";"";"UO_0000065";"13.31";"0.28";"-0.28";"8.57";"False";"CHEMBL4047181";"Inhibition of ABCG2 in human H460/MX20 cells assessed as potentiation of mitoxantrone induced antiproliferative activity by measuring mitoxantrone IC50 at 10 uM preincubated for 2 hrs followed by mitoxantrone addition measured after 72 hrs by MTT assay (Rvb = 6.161 +/- 0.172 microM)";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"CHEMBL5393";"ATP-binding cassette sub-family G member 2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043226";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None"
